movement_id,employee_id,movement_date,movement_type,old_department,new_department,old_sub_department,new_sub_department,old_job_level,new_job_level,old_manager_id,new_manager_id,old_location,new_location,country,business_unit,segment
MOV00000323,786,2020-06-15,Transfer,Sales,Customer Operations,Floor Sales,Order Support,IC2,IC2,517,959,STORE-BR-042,SITE-CO-001,CO,Customer,customer
MOV00000324,1257,2020-06-15,Transfer,Store Operations,Logistics,Cashier,Last Mile,IC2,IC2,961,1148,STORE-BR-016,DC-BR-006,BR,Supply Chain,supply
MOV00000325,1039,2020-06-15,Lateral Move,Data & Analytics,Strategy,Data Governance,PMO,IC3,IC3,82,444,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000326,113,2020-07-15,Transfer,People,Customer Experience,HR Business Partner,Voice of Customer,IC2,IC2,183,557,HQ-BR-001,SITE-BR-001,BR,Customer,customer
MOV00000327,179,2020-07-15,Transfer,Planning,Finance,Demand Planning,Accounting,IC1,IC1,9,1016,DC-BR-003,HQ-BR-001,BR,Corporate,corporate
MOV00000328,915,2020-07-15,Transfer,Store Operations,Distribution Centers,Stockroom,Inventory,IC2,IC2,89,814,STORE-BR-020,DC-BR-001,BR,Supply Chain,supply
MOV00000329,138,2020-07-15,Lateral Move,Procurement,Sales,Contracts,Floor Sales,IC3,IC3,45,1018,HQ-BR-001,STORE-BR-023,BR,Retail,retail_ops
MOV00000330,606,2020-07-15,Lateral Move,Regional Operations,Store Operations,Region Southeast,Store Management,IC1,IC1,395,66,STORE-BR-017,STORE-BR-019,BR,Retail,retail_ops
MOV00000331,1071,2020-07-15,Demotion,Marketing,Marketing,Content,Content,IC2,IC1,1027,1133,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000332,1139,2020-07-15,Demotion,Distribution Centers,Distribution Centers,Outbound,Outbound,IC3,IC2,1068,357,DC-AR-001,DC-AR-001,AR,Supply Chain,supply
MOV00000333,750,2020-08-15,Transfer,Data,Customer Service,Analytics Engineering,Chat,M1,M1,8,196,HQ-BR-001,SITE-BR-002,BR,Customer,customer
MOV00000334,796,2020-08-15,Transfer,Visual Merchandising,Customer Experience,Store Design,CX Design,IC1,IC1,238,659,STORE-BR-017,SITE-BR-004,BR,Customer,customer
MOV00000335,872,2020-08-15,Transfer,Engineering,People,Mobile,Compensation & Benefits,M3,M3,833,933,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000336,900,2020-08-15,Transfer,Finance,Planning,Treasury,Demand Planning,IC2,IC2,576,305,HQ-BR-001,DC-BR-006,BR,Supply Chain,supply
MOV00000337,264,2020-08-15,Lateral Move,Visual Merchandising,Customer Experience,Merchandising,CX Design,M2,M2,700,196,STORE-BR-030,SITE-BR-004,BR,Customer,customer
MOV00000338,849,2020-08-15,Lateral Move,Legal,Logistics,Compliance,Transportation,IC1,IC1,55,931,HQ-BR-001,DC-BR-002,BR,Supply Chain,supply
MOV00000339,1263,2020-08-15,Lateral Move,Sales,Sales,Key Accounts,Floor Sales,IC1,IC1,820,820,STORE-AR-009,STORE-AR-005,AR,Retail,retail_ops
MOV00000340,223,2020-09-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC2,IC3,294,205,STORE-BR-026,STORE-BR-026,BR,Retail,retail_ops
MOV00000341,998,2020-09-15,Promotion,Sales,Sales,Key Accounts,Key Accounts,IC1,IC2,898,379,STORE-AR-006,STORE-AR-006,AR,Retail,retail_ops
MOV00000342,924,2020-09-15,Promotion,Store Operations,Store Operations,Cashier,Cashier,IC1,IC2,915,89,STORE-BR-011,STORE-BR-011,BR,Retail,retail_ops
MOV00000343,503,2020-09-15,Promotion,Store Operations,Store Operations,Stockroom,Stockroom,M2,M3,212,700,STORE-BR-022,STORE-BR-022,BR,Retail,retail_ops
MOV00000344,282,2020-09-15,Promotion,Regional Operations,Regional Operations,Region North,Region North,IC3,M1,27,1173,STORE-BR-001,STORE-BR-001,BR,Retail,retail_ops
MOV00000345,945,2020-09-15,Promotion,Finance,Finance,Treasury,Treasury,M2,M3,876,1333,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000346,254,2020-09-15,Promotion,Finance,Finance,Controlling,Controlling,IC3,IC4,60,1122,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000347,735,2020-09-15,Promotion,Data & Analytics,Data & Analytics,Business Intelligence,Business Intelligence,IC2,IC3,227,82,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000348,335,2020-09-15,Promotion,Procurement,Procurement,Supplier Management,Supplier Management,M1,M2,10,10,DC-BR-001,DC-BR-001,BR,Supply Chain,supply
MOV00000349,1068,2020-09-15,Promotion,Procurement,Procurement,Sourcing,Sourcing,IC4,M2,626,899,DC-AR-001,DC-AR-001,AR,Supply Chain,supply
MOV00000350,48,2020-09-15,Promotion,Distribution Centers,Distribution Centers,Inventory,Inventory,IC3,M1,297,648,DC-BR-003,DC-BR-003,BR,Supply Chain,supply
MOV00000351,744,2020-09-15,Promotion,Planning,Planning,Demand Planning,Demand Planning,IC5,M3,335,833,DC-BR-003,DC-BR-003,BR,Supply Chain,supply
MOV00000352,788,2020-09-15,Promotion,Customer Service,Customer Service,Escalations,Escalations,IC2,IC3,1079,183,SITE-MX-001,SITE-MX-001,MX,Customer,customer
MOV00000353,839,2020-09-15,Promotion,Customer Operations,Customer Operations,Order Support,Order Support,IC1,IC2,541,541,SITE-CL-001,SITE-CL-001,CL,Customer,customer
MOV00000354,342,2020-09-15,Promotion,Customer Operations,Customer Operations,Order Support,Order Support,IC1,IC2,288,946,SITE-BR-004,SITE-BR-004,BR,Customer,customer
MOV00000355,420,2020-09-15,Promotion,Digital Marketing,Digital Marketing,Paid Media,Paid Media,IC4,M2,587,210,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000356,118,2020-09-15,Promotion,Product,Product,Product Management,Product Management,IC3,IC4,1010,570,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000357,730,2020-09-15,Promotion,E-commerce,E-commerce,Catalog,Catalog,IC4,IC5,281,873,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000358,8,2020-09-15,Transfer,Procurement,Store Operations,Contracts,Security,M3,M3,692,700,HQ-BR-001,STORE-BR-040,BR,Retail,retail_ops
MOV00000359,1069,2020-09-15,Transfer,Customer Service,Customer Operations,Chat,Order Support,IC1,IC1,951,342,SITE-BR-004,SITE-BR-003,BR,Customer,customer
MOV00000360,1179,2020-09-15,Lateral Move,Visual Merchandising,Customer Operations,Merchandising,Order Support,IC1,IC1,1170,342,STORE-BR-025,SITE-BR-001,BR,Customer,customer
MOV00000361,1314,2020-09-15,Lateral Move,Marketing,Visual Merchandising,Content,Merchandising,IC4,IC4,343,626,HQ-AR-001,STORE-AR-002,AR,Retail,retail_ops
MOV00000362,31,2020-10-15,Transfer,Regional Operations,Regional Operations,Region Southeast,Region Southeast,IC2,IC2,34,1049,STORE-BR-016,STORE-BR-016,BR,Retail,retail_ops
MOV00000363,395,2020-10-15,Transfer,Regional Operations,Store Operations,Region South,Stockroom,IC2,IC2,34,961,STORE-BR-035,STORE-BR-038,BR,Retail,retail_ops
MOV00000364,699,2020-10-15,Transfer,UX,Legal,Design System,Labor Legal,M1,M1,876,1262,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000365,1077,2020-10-15,Transfer,Visual Merchandising,Visual Merchandising,Merchandising,Store Design,IC1,IC1,1229,1319,STORE-BR-017,STORE-BR-013,BR,Retail,retail_ops
MOV00000366,530,2020-10-15,Lateral Move,Customer Service,Planning,Escalations,Demand Planning,IC2,IC2,352,674,SITE-AR-001,DC-AR-001,AR,Supply Chain,supply
MOV00000367,18,2020-11-15,Transfer,Regional Operations,Store Operations,Region South,Cashier,IC3,IC3,406,1152,STORE-BR-029,STORE-BR-038,BR,Retail,retail_ops
MOV00000368,305,2020-11-15,Transfer,Planning,Logistics,Supply Planning,Reverse Logistics,IC3,IC3,335,837,DC-BR-003,DC-BR-005,BR,Supply Chain,supply
MOV00000369,346,2020-11-15,Transfer,Sales,Sales,Floor Sales,Floor Sales,IC1,IC1,379,998,STORE-AR-004,STORE-AR-001,AR,Retail,retail_ops
MOV00000370,440,2020-11-15,Transfer,Marketing,Distribution Centers,CRM,Outbound,M2,M2,14,744,HQ-BR-001,DC-BR-002,BR,Supply Chain,supply
MOV00000371,698,2020-11-15,Transfer,Logistics,Sales,Last Mile,Floor Sales,IC1,IC1,277,1318,DC-BR-004,STORE-BR-001,BR,Retail,retail_ops
MOV00000372,730,2020-11-15,Transfer,E-commerce,Sales,Catalog,Key Accounts,IC5,IC5,873,859,HQ-BR-001,STORE-BR-041,BR,Retail,retail_ops
MOV00000373,900,2020-11-15,Transfer,Planning,Finance,Demand Planning,FP&A,IC2,IC2,305,576,DC-BR-006,HQ-BR-001,BR,Corporate,corporate
MOV00000374,652,2020-11-15,Lateral Move,Customer Experience,Finance,Voice of Customer,Controlling,IC2,IC2,552,576,SITE-BR-003,HQ-BR-001,BR,Corporate,corporate
MOV00000375,886,2020-11-15,Lateral Move,Store Operations,Data & Analytics,Cashier,Business Intelligence,IC1,IC1,925,986,STORE-BR-033,HQ-BR-001,BR,Corporate,corporate
MOV00000376,1086,2020-11-15,Lateral Move,Customer Operations,Sales,Order Support,Floor Sales,IC1,IC1,1050,1323,SITE-BR-003,STORE-BR-023,BR,Retail,retail_ops
MOV00000377,1392,2020-11-15,Lateral Move,Regional Operations,Distribution Centers,Region North,Inventory,IC1,IC1,229,1222,STORE-BR-011,DC-BR-003,BR,Supply Chain,supply
MOV00000378,530,2020-11-15,Demotion,Planning,Planning,Demand Planning,Demand Planning,IC2,IC1,674,355,DC-AR-001,DC-AR-001,AR,Supply Chain,supply
MOV00000379,118,2020-12-15,Transfer,Product,Logistics,Product Management,Reverse Logistics,IC4,IC4,570,874,HQ-BR-001,DC-BR-001,BR,Supply Chain,supply
MOV00000380,776,2020-12-15,Transfer,Visual Merchandising,Regional Operations,Store Design,Region South,IC1,IC1,1170,1406,STORE-BR-043,STORE-BR-008,BR,Retail,retail_ops
MOV00000381,1215,2020-12-15,Transfer,Finance,Procurement,Controlling,Sourcing,IC4,IC4,1122,863,HQ-BR-001,DC-BR-006,BR,Supply Chain,supply
MOV00000382,273,2021-01-15,Transfer,Visual Merchandising,Regional Operations,Merchandising,Region North,IC3,IC3,493,1390,STORE-BR-001,STORE-BR-017,BR,Retail,retail_ops
MOV00000383,1352,2021-01-15,Lateral Move,Customer Operations,Customer Service,Order Support,Contact Center,IC4,IC4,899,1407,SITE-AR-001,SITE-AR-001,AR,Customer,customer
MOV00000384,20,2021-02-15,Transfer,Customer Experience,Marketing,Voice of Customer,Performance,IC1,IC1,652,128,SITE-BR-003,HQ-BR-001,BR,Corporate,corporate
MOV00000385,921,2021-02-15,Lateral Move,Data & Analytics,Procurement,Data Governance,Contracts,IC1,IC1,384,175,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000386,1257,2021-02-15,Lateral Move,Logistics,Customer Operations,Last Mile,Order Support,IC2,IC2,1148,842,DC-BR-006,SITE-BR-004,BR,Customer,customer
MOV00000387,1285,2021-02-15,Lateral Move,Visual Merchandising,Regional Operations,Merchandising,Region Southeast,IC1,IC1,751,1141,STORE-MX-004,STORE-MX-009,MX,Retail,retail_ops
MOV00000388,932,2021-03-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC1,IC2,541,1113,STORE-CL-006,STORE-CL-006,CL,Retail,retail_ops
MOV00000389,850,2021-03-15,Promotion,Store Operations,Store Operations,Stockroom,Stockroom,IC1,IC2,1335,1377,STORE-BR-037,STORE-BR-037,BR,Retail,retail_ops
MOV00000390,626,2021-03-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,M1,M2,438,899,STORE-AR-007,STORE-AR-007,AR,Retail,retail_ops
MOV00000391,573,2021-03-15,Promotion,Regional Operations,Regional Operations,Region Southeast,Region Southeast,IC1,IC2,12,12,STORE-BR-023,STORE-BR-023,BR,Retail,retail_ops
MOV00000392,852,2021-03-15,Promotion,Store Operations,Store Operations,Security,Security,IC2,IC3,691,1152,STORE-BR-029,STORE-BR-029,BR,Retail,retail_ops
MOV00000393,572,2021-03-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC1,IC2,365,365,STORE-AR-003,STORE-AR-003,AR,Retail,retail_ops
MOV00000394,101,2021-03-15,Promotion,Regional Operations,Regional Operations,Region Southeast,Region Southeast,IC1,IC2,395,12,STORE-BR-029,STORE-BR-029,BR,Retail,retail_ops
MOV00000395,1079,2021-03-15,Promotion,Logistics,Logistics,Reverse Logistics,Reverse Logistics,IC3,M1,218,438,DC-MX-001,DC-MX-001,MX,Supply Chain,supply
MOV00000396,551,2021-03-15,Promotion,Procurement,Procurement,Sourcing,Sourcing,IC3,M1,297,335,DC-BR-006,DC-BR-006,BR,Supply Chain,supply
MOV00000397,69,2021-03-15,Promotion,Logistics,Logistics,Transportation,Transportation,IC2,IC3,623,966,DC-BR-006,DC-BR-006,BR,Supply Chain,supply
MOV00000398,739,2021-03-15,Promotion,Distribution Centers,Distribution Centers,Inventory,Inventory,IC1,IC2,109,665,DC-BR-005,DC-BR-005,BR,Supply Chain,supply
MOV00000399,1021,2021-03-15,Promotion,Legal,Legal,Corporate Legal,Corporate Legal,IC3,IC4,607,699,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000400,1164,2021-03-15,Promotion,Legal,Legal,Corporate Legal,Corporate Legal,IC2,IC3,441,607,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000401,308,2021-03-15,Promotion,Legal,Legal,Corporate Legal,Corporate Legal,IC4,M1,748,684,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000402,1231,2021-03-15,Promotion,Marketing,Marketing,Brand,Brand,IC3,IC4,60,1326,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000403,1199,2021-03-15,Promotion,Risk,Risk,Internal Audit,Internal Audit,IC3,M1,1176,208,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000404,447,2021-03-15,Promotion,People,People,Learning & Development,Learning & Development,IC3,IC4,1180,928,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000405,155,2021-03-15,Promotion,Legal,Legal,Corporate Legal,Corporate Legal,IC2,IC3,119,1065,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000406,274,2021-03-15,Promotion,Finance,Finance,FP&A,FP&A,IC1,IC2,900,576,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000407,909,2021-03-15,Promotion,Digital Marketing,Digital Marketing,Paid Media,Paid Media,IC4,IC5,587,1471,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000408,988,2021-03-15,Promotion,UX,UX,Product Design,Product Design,IC2,IC3,675,177,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000409,238,2021-03-15,Transfer,Visual Merchandising,Regional Operations,Store Design,Region Southeast,IC2,IC2,273,518,STORE-BR-008,STORE-BR-024,BR,Retail,retail_ops
MOV00000410,1091,2021-03-15,Transfer,Store Operations,Planning,Security,Demand Planning,IC1,IC1,852,505,STORE-BR-034,DC-BR-005,BR,Supply Chain,supply
MOV00000411,1101,2021-03-15,Transfer,Regional Operations,Logistics,Region South,Reverse Logistics,IC1,IC1,282,276,STORE-BR-018,DC-BR-005,BR,Supply Chain,supply
MOV00000412,206,2021-03-15,Lateral Move,Logistics,Sales,Reverse Logistics,Floor Sales,IC1,IC1,277,1151,DC-BR-002,STORE-BR-025,BR,Retail,retail_ops
MOV00000413,274,2021-03-15,Lateral Move,Finance,Visual Merchandising,FP&A,Merchandising,IC2,IC2,576,223,HQ-BR-001,STORE-BR-036,BR,Retail,retail_ops
MOV00000414,837,2021-04-15,Transfer,Logistics,Customer Experience,Last Mile,Voice of Customer,IC4,IC4,874,552,DC-BR-003,SITE-BR-002,BR,Customer,customer
MOV00000415,1012,2021-04-15,Transfer,Customer Experience,Regional Operations,CX Design,Region North,IC1,IC1,557,573,SITE-BR-004,STORE-BR-001,BR,Retail,retail_ops
MOV00000416,1176,2021-04-15,Transfer,Risk,Finance,Fraud,Accounting,IC5,IC5,261,906,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000417,921,2021-04-15,Lateral Move,Procurement,Sales,Contracts,Floor Sales,IC1,IC1,175,1235,HQ-BR-001,STORE-BR-007,BR,Retail,retail_ops
MOV00000418,1027,2021-04-15,Lateral Move,Marketing,Store Operations,CRM,Store Management,IC3,IC3,636,1152,HQ-BR-001,STORE-BR-005,BR,Retail,retail_ops
MOV00000419,1369,2021-04-15,Lateral Move,Logistics,Regional Operations,Last Mile,Region North,IC1,IC1,690,1472,DC-BR-004,STORE-BR-040,BR,Retail,retail_ops
MOV00000420,1374,2021-04-15,Lateral Move,Logistics,Visual Merchandising,Reverse Logistics,Store Design,IC1,IC1,368,572,DC-AR-001,STORE-AR-001,AR,Retail,retail_ops
MOV00000421,245,2021-05-15,Transfer,E-commerce,Visual Merchandising,Catalog,Store Design,IC2,IC2,787,365,HQ-BR-001,STORE-AR-006,AR,Retail,retail_ops
MOV00000422,737,2021-05-15,Transfer,Customer Operations,Procurement,Returns,Sourcing,IC1,IC1,1257,1500,SITE-BR-001,DC-BR-004,BR,Supply Chain,supply
MOV00000423,582,2021-05-15,Lateral Move,Customer Experience,Procurement,CX Design,Sourcing,IC1,IC1,620,1516,SITE-BR-003,DC-BR-006,BR,Supply Chain,supply
MOV00000424,1512,2021-05-15,Lateral Move,Procurement,Store Operations,Sourcing,Security,IC3,IC3,1382,1463,DC-MX-002,STORE-MX-009,MX,Retail,retail_ops
MOV00000425,312,2021-06-15,Transfer,Sales,Customer Operations,Key Accounts,Order Support,IC1,IC1,926,1257,STORE-BR-006,SITE-BR-004,BR,Customer,customer
MOV00000426,386,2021-06-15,Transfer,Visual Merchandising,Customer Service,Store Design,Contact Center,IC1,IC1,11,1305,STORE-BR-013,SITE-BR-001,BR,Customer,customer
MOV00000427,809,2021-06-15,Transfer,Regional Operations,Store Operations,Region Southeast,Cashier,IC1,IC1,31,850,STORE-BR-040,STORE-BR-012,BR,Retail,retail_ops
MOV00000428,886,2021-06-15,Transfer,Data & Analytics,Distribution Centers,Business Intelligence,Inbound,IC1,IC1,986,915,HQ-BR-001,DC-BR-002,BR,Supply Chain,supply
MOV00000429,898,2021-06-15,Transfer,Sales,Store Operations,Key Accounts,Security,IC2,IC2,379,977,STORE-AR-001,STORE-AR-001,AR,Retail,retail_ops
MOV00000430,899,2021-06-15,Transfer,Customer Experience,Procurement,Voice of Customer,Sourcing,M3,M3,873,833,SITE-AR-001,DC-AR-001,AR,Supply Chain,supply
MOV00000431,924,2021-06-15,Transfer,Store Operations,Store Operations,Cashier,Cashier,IC2,IC2,89,961,STORE-BR-011,STORE-BR-042,BR,Retail,retail_ops
MOV00000432,94,2021-06-15,Lateral Move,Store Operations,Risk,Stockroom,Risk Management,IC1,IC1,316,117,STORE-BR-022,HQ-BR-001,BR,Corporate,corporate
MOV00000433,1014,2021-06-15,Lateral Move,Risk,Store Operations,Risk Management,Cashier,IC3,IC3,261,316,HQ-BR-001,STORE-BR-005,BR,Retail,retail_ops
MOV00000434,1138,2021-06-15,Lateral Move,Customer Experience,Planning,CX Design,Supply Planning,IC1,IC1,541,541,SITE-CL-001,DC-CL-001,CL,Supply Chain,supply
MOV00000435,1184,2021-06-15,Lateral Move,Data & Analytics,Visual Merchandising,Data Governance,Merchandising,IC3,IC3,82,1072,HQ-BR-001,STORE-BR-017,BR,Retail,retail_ops
MOV00000436,1548,2021-07-15,Transfer,Logistics,Visual Merchandising,Reverse Logistics,Merchandising,IC3,IC3,966,1072,DC-BR-001,STORE-BR-018,BR,Retail,retail_ops
MOV00000437,1580,2021-07-15,Transfer,Regional Operations,Customer Service,Region North,Chat,IC2,IC2,518,1162,STORE-BR-019,SITE-BR-004,BR,Customer,customer
MOV00000438,960,2021-07-15,Lateral Move,Visual Merchandising,Marketing,Store Design,CRM,M1,M1,1426,1291,STORE-BR-035,HQ-BR-001,BR,Corporate,corporate
MOV00000439,1577,2021-07-15,Lateral Move,Distribution Centers,Regional Operations,Inventory,Region South,IC1,IC1,739,1455,DC-BR-001,STORE-BR-022,BR,Retail,retail_ops
MOV00000440,730,2021-08-15,Transfer,Sales,Data,Key Accounts,Analytics Engineering,IC5,IC5,859,153,STORE-BR-041,HQ-BR-001,BR,Digital,digital
MOV00000441,1094,2021-08-15,Transfer,Logistics,Customer Service,Transportation,Escalations,IC2,IC2,674,1352,DC-AR-001,SITE-AR-001,AR,Customer,customer
MOV00000442,1167,2021-08-15,Transfer,Regional Operations,E-commerce,Region North,Checkout,IC1,IC1,1493,1464,STORE-BR-039,HQ-MX-001,MX,Digital,digital
MOV00000443,1255,2021-08-15,Transfer,Visual Merchandising,Store Operations,Merchandising,Store Management,IC1,IC1,1238,924,STORE-BR-034,STORE-BR-002,BR,Retail,retail_ops
MOV00000444,1270,2021-08-15,Transfer,Customer Service,Procurement,Escalations,Supplier Management,IC2,IC2,1079,1382,SITE-MX-001,DC-MX-001,MX,Supply Chain,supply
MOV00000445,1455,2021-08-15,Transfer,Regional Operations,Store Operations,Region Southeast,Security,IC2,IC2,773,1014,STORE-BR-020,STORE-BR-019,BR,Retail,retail_ops
MOV00000446,921,2021-08-15,Lateral Move,Sales,E-commerce,Floor Sales,Catalog,IC1,IC1,1235,1437,STORE-BR-007,HQ-BR-001,BR,Digital,digital
MOV00000447,251,2021-09-15,Promotion,Regional Operations,Regional Operations,Region North,Region North,IC2,IC3,34,27,STORE-BR-025,STORE-BR-025,BR,Retail,retail_ops
MOV00000448,1045,2021-09-15,Promotion,Store Operations,Store Operations,Security,Security,IC1,IC2,959,959,STORE-CO-002,STORE-CO-002,CO,Retail,retail_ops
MOV00000449,1170,2021-09-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,IC2,IC3,294,1072,STORE-BR-001,STORE-BR-001,BR,Retail,retail_ops
MOV00000450,809,2021-09-15,Promotion,Store Operations,Store Operations,Cashier,Cashier,IC1,IC2,850,89,STORE-BR-012,STORE-BR-012,BR,Retail,retail_ops
MOV00000451,13,2021-09-15,Promotion,Regional Operations,Regional Operations,Region South,Region South,IC1,IC2,174,518,STORE-BR-010,STORE-BR-010,BR,Retail,retail_ops
MOV00000452,864,2021-09-15,Promotion,Visual Merchandising,Visual Merchandising,Merchandising,Merchandising,IC1,IC2,270,223,STORE-BR-020,STORE-BR-020,BR,Retail,retail_ops
MOV00000453,541,2021-09-15,Promotion,Logistics,Logistics,Reverse Logistics,Reverse Logistics,IC3,M1,570,1461,DC-CL-001,DC-CL-001,CL,Supply Chain,supply
MOV00000454,1237,2021-09-15,Promotion,Logistics,Logistics,Last Mile,Last Mile,M1,M2,246,744,DC-BR-001,DC-BR-001,BR,Supply Chain,supply
MOV00000455,739,2021-09-15,Promotion,Distribution Centers,Distribution Centers,Inventory,Inventory,IC2,IC3,665,741,DC-BR-005,DC-BR-005,BR,Supply Chain,supply
MOV00000456,1286,2021-09-15,Promotion,Customer Experience,Customer Experience,Voice of Customer,Voice of Customer,IC1,IC2,976,557,SITE-BR-002,SITE-BR-002,BR,Customer,customer
MOV00000457,788,2021-09-15,Promotion,Customer Service,Customer Service,Escalations,Escalations,IC3,M1,183,1237,SITE-MX-001,SITE-MX-001,MX,Customer,customer
MOV00000458,591,2021-09-15,Promotion,Legal,Legal,Labor Legal,Labor Legal,IC1,IC2,75,1164,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000459,687,2021-09-15,Promotion,Data & Analytics,Data & Analytics,Business Intelligence,Business Intelligence,M3,M4,792,792,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000460,227,2021-09-15,Promotion,Data & Analytics,Data & Analytics,Data Governance,Data Governance,IC3,IC4,92,1499,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000461,482,2021-09-15,Promotion,Product,Product,Product Ops,Product Ops,M2,M3,687,1110,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000462,1581,2021-09-15,Transfer,Product,Regional Operations,Product Ops,Region North,IC2,IC2,1042,1512,HQ-BR-001,STORE-MX-004,MX,Retail,retail_ops
MOV00000463,264,2021-09-15,Lateral Move,Customer Experience,Regional Operations,CX Design,Region South,M2,M2,196,1528,SITE-BR-004,STORE-BR-003,BR,Retail,retail_ops
MOV00000464,1018,2021-09-15,Lateral Move,Sales,Visual Merchandising,Key Accounts,Merchandising,IC4,IC4,162,252,STORE-BR-011,STORE-BR-043,BR,Retail,retail_ops
MOV00000465,1584,2021-09-15,Lateral Move,Sales,Regional Operations,Key Accounts,Region Southeast,IC1,IC1,473,13,STORE-BR-016,STORE-BR-034,BR,Retail,retail_ops
MOV00000466,936,2021-10-15,Transfer,Customer Experience,Data,CX Design,Data Engineering,IC1,IC1,659,740,SITE-BR-002,HQ-BR-001,BR,Digital,digital
MOV00000467,1706,2021-10-15,Transfer,Data,Data & Analytics,Data Engineering,Business Intelligence,IC1,IC1,532,384,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000468,1048,2021-10-15,Lateral Move,Engineering,Logistics,Platform,Transportation,IC4,IC4,343,899,HQ-AR-001,DC-AR-001,AR,Supply Chain,supply
MOV00000469,1572,2021-10-15,Lateral Move,Customer Service,Store Operations,Contact Center,Cashier,M1,M1,1462,1535,SITE-CL-001,STORE-CL-003,CL,Retail,retail_ops
MOV00000470,1658,2021-10-15,Lateral Move,Store Operations,Planning,Store Management,Demand Planning,IC1,IC1,925,1674,STORE-BR-016,DC-BR-002,BR,Supply Chain,supply
MOV00000471,1663,2021-10-15,Lateral Move,Store Operations,Visual Merchandising,Security,Store Design,IC1,IC1,1158,656,STORE-BR-015,STORE-BR-016,BR,Retail,retail_ops
MOV00000472,282,2021-11-15,Transfer,Regional Operations,Regional Operations,Region North,Region Southeast,M1,M1,1620,1620,STORE-BR-001,STORE-BR-027,BR,Retail,retail_ops
MOV00000473,399,2021-11-15,Transfer,Sales,Customer Experience,Key Accounts,Voice of Customer,IC2,IC2,517,1401,STORE-BR-024,SITE-BR-001,BR,Customer,customer
MOV00000474,1160,2021-11-15,Transfer,Store Operations,Visual Merchandising,Stockroom,Merchandising,IC1,IC1,959,1700,STORE-CO-004,STORE-CO-003,CO,Retail,retail_ops
MOV00000475,1437,2021-11-15,Transfer,E-commerce,Sales,Catalog,Floor Sales,IC2,IC2,1202,1629,HQ-BR-001,STORE-BR-001,BR,Retail,retail_ops
MOV00000476,1491,2021-11-15,Transfer,Regional Operations,Customer Operations,Region North,Returns,IC5,IC5,343,1407,STORE-AR-007,SITE-AR-001,AR,Customer,customer
MOV00000477,1493,2021-11-15,Transfer,Regional Operations,Sales,Region Southeast,Floor Sales,IC2,IC2,12,1652,STORE-BR-035,STORE-BR-042,BR,Retail,retail_ops
MOV00000478,1591,2021-11-15,Transfer,Customer Experience,Regional Operations,Voice of Customer,Region North,IC1,IC1,1558,1607,SITE-CO-001,STORE-CO-004,CO,Retail,retail_ops
MOV00000479,34,2021-11-15,Lateral Move,Regional Operations,Legal,Region Southeast,Compliance,M1,M1,208,684,STORE-BR-002,HQ-BR-001,BR,Corporate,corporate
MOV00000480,1255,2021-11-15,Lateral Move,Store Operations,Regional Operations,Store Management,Region North,IC1,IC1,924,1776,STORE-BR-002,STORE-BR-028,BR,Retail,retail_ops
MOV00000481,1563,2021-11-15,Demotion,Risk,Risk,Risk Management,Risk Management,D1,M5,711,711,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
