termination_id,employee_id,termination_date,termination_type,termination_reason,voluntary_flag,regrettable_flag,department,business_unit,sub_department,job_family,job_level,manager_id,tenure_months,country,segment
TERM0000980,980,2019-04-19,Performance,Performance,false,false,Distribution Centers,Supply Chain,Outbound,Warehouse,IC1,357,1,AR,supply
TERM0000761,761,2019-04-23,Resignation,Resignation,true,false,Finance,Corporate,Controlling,Finance,M3,692,12,BR,corporate
TERM0000942,942,2019-04-26,Retirement,Retirement,true,false,Engineering,Digital,Mobile,Software Engineering,IC2,522,5,BR,digital
TERM0000146,146,2019-05-20,Retirement,Retirement,true,false,Regional Operations,Retail,Region North,General Management,IC2,34,42,BR,retail_ops
TERM0000292,292,2019-05-24,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,M2,121,56,BR,retail_ops
TERM0000614,614,2019-05-23,Retirement,Retirement,true,true,Regional Operations,Retail,Region Southeast,General Management,IC4,34,22,BR,retail_ops
TERM0000990,990,2019-05-24,Other,Other,false,false,Sales,Retail,Key Accounts,Sales,IC1,820,2,AR,retail_ops
TERM0000088,88,2019-05-24,Retirement,Retirement,true,false,Procurement,Corporate,Contracts,Procurement,IC2,138,49,BR,corporate
TERM0000171,171,2019-05-16,Retirement,Retirement,true,false,Customer Service,Customer,Chat,Customer Support,M2,687,40,BR,customer
TERM0000916,916,2019-05-21,Retirement,Retirement,true,false,Product,Digital,Product Ops,Product Management,IC3,404,6,BR,digital
TERM0000476,476,2019-06-20,Resignation,Resignation,true,false,Sales,Retail,Floor Sales,Sales,IC1,473,33,BR,retail_ops
TERM0000630,630,2019-06-26,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC3,29,22,BR,retail_ops
TERM0000830,830,2019-06-24,Redundancy,Redundancy,false,false,Visual Merchandising,Retail,Store Design,Design,IC2,273,11,BR,retail_ops
TERM0000321,321,2019-06-24,Redundancy,Redundancy,false,false,Marketing,Corporate,CRM,Marketing,M4,309,103,BR,corporate
TERM0000187,187,2019-07-17,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,M2,121,189,BR,retail_ops
TERM0000586,586,2019-07-19,Retirement,Retirement,true,false,Visual Merchandising,Retail,Store Design,Store Operations,IC3,181,26,BR,retail_ops
TERM0000824,824,2019-07-18,Resignation,Resignation,true,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC2,273,12,BR,retail_ops
TERM0000963,963,2019-07-19,Retirement,Retirement,true,false,Store Operations,Retail,Security,Store Operations,IC3,316,7,BR,retail_ops
TERM0000978,978,2019-07-23,Layoff,Layoff,false,true,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,365,4,AR,retail_ops
TERM0000992,992,2019-07-18,Retirement,Retirement,true,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,845,3,BR,retail_ops
TERM0000681,681,2019-07-16,Retirement,Retirement,true,false,Procurement,Supply Chain,Sourcing,Procurement,IC1,786,20,BR,supply
TERM0000922,922,2019-07-16,Resignation,Resignation,true,true,Distribution Centers,Supply Chain,Inbound,Warehouse,IC1,109,8,BR,supply
TERM0000964,964,2019-07-17,Layoff,Layoff,false,false,Procurement,Supply Chain,Sourcing,Procurement,IC1,368,7,AR,supply
TERM0000423,423,2019-07-22,Layoff,Layoff,false,false,Customer Service,Customer,Escalations,Customer Support,IC1,391,39,BR,customer
TERM0000704,704,2019-07-22,Retirement,Retirement,true,false,Customer Service,Customer,Escalations,Customer Support,IC1,242,20,BR,customer
TERM0000826,826,2019-07-18,Retirement,Retirement,true,false,Customer Operations,Customer,Returns,Logistics,IC1,165,12,BR,customer
TERM0000993,993,2019-07-19,Layoff,Layoff,false,false,Customer Experience,Customer,CX Design,Design,IC1,645,3,BR,customer
TERM0000115,115,2019-08-17,Retirement,Retirement,true,true,Regional Operations,Retail,Region North,General Management,IC2,518,105,BR,retail_ops
TERM0000142,142,2019-08-19,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC2,162,65,BR,retail_ops
TERM0000703,703,2019-08-26,Retirement,Retirement,true,false,Store Operations,Retail,Security,Store Operations,IC1,852,21,BR,retail_ops
TERM0000708,708,2019-08-16,Retirement,Retirement,true,false,Store Operations,Retail,Stockroom,Store Operations,M4,309,21,BR,retail_ops
TERM0000883,883,2019-08-22,Retirement,Retirement,true,false,Regional Operations,Retail,Region South,General Management,IC1,282,10,BR,retail_ops
TERM0000947,947,2019-08-25,Retirement,Retirement,true,false,Visual Merchandising,Retail,Store Design,Design,IC1,365,8,AR,retail_ops
TERM0000981,981,2019-08-27,Other,Other,false,false,Visual Merchandising,Retail,Store Design,Store Operations,IC1,78,5,BR,retail_ops
TERM0000999,999,2019-08-16,EndOfContract,EndOfContract,false,false,Sales,Retail,Floor Sales,Sales,IC1,541,4,CL,retail_ops
TERM0001005,1005,2019-08-19,Resignation,Resignation,true,false,Sales,Retail,Key Accounts,Sales,IC1,139,4,BR,retail_ops
TERM0001022,1022,2019-08-20,Resignation,Resignation,true,true,Visual Merchandising,Retail,Merchandising,Design,IC1,1013,3,BR,retail_ops
TERM0001052,1052,2019-08-24,EndOfContract,EndOfContract,false,false,Visual Merchandising,Retail,Store Design,Store Operations,IC1,845,1,BR,retail_ops
TERM0001066,1066,2019-08-18,Other,Other,false,false,Regional Operations,Retail,Region North,Store Operations,IC1,139,1,BR,retail_ops
TERM0000798,798,2019-08-27,Resignation,Resignation,true,true,Procurement,Supply Chain,Supplier Management,Procurement,IC2,319,14,BR,supply
TERM0000962,962,2019-08-21,Performance,Performance,false,false,Planning,Supply Chain,Demand Planning,Data,IC1,952,8,BR,supply
TERM0001028,1028,2019-08-21,Resignation,Resignation,true,false,Logistics,Supply Chain,Last Mile,Logistics,IC3,966,3,BR,supply
TERM0001047,1047,2019-08-21,Retirement,Retirement,true,false,Distribution Centers,Supply Chain,Outbound,Warehouse,IC1,109,1,BR,supply
TERM0000543,543,2019-08-21,Retirement,Retirement,true,false,Legal,Corporate,Compliance,Legal,IC3,406,32,BR,corporate
TERM0000725,725,2019-08-17,Retirement,Retirement,true,false,Strategy,Corporate,PMO,Strategy,IC3,218,20,BR,corporate
TERM0000997,997,2019-08-26,Retirement,Retirement,true,false,Customer Operations,Customer,Order Support,Logistics,IC2,448,4,BR,customer
TERM0001017,1017,2019-08-17,Other,Other,false,false,Product,Digital,Product Ops,Product Management,IC4,856,3,BR,digital
TERM0001023,1023,2019-08-16,Retirement,Retirement,true,false,Data,Digital,Data Science,Data,IC2,867,3,BR,digital
TERM0000074,74,2019-09-27,Resignation,Resignation,true,true,Sales,Retail,Key Accounts,Sales,IC1,160,44,BR,retail_ops
TERM0000121,121,2019-09-22,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,M4,309,85,BR,retail_ops
TERM0000401,401,2019-09-16,Resignation,Resignation,true,false,Sales,Retail,Floor Sales,Sales,IC2,379,42,AR,retail_ops
TERM0000677,677,2019-09-20,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,IC2,162,22,BR,retail_ops
TERM0000717,717,2019-09-23,Other,Other,false,false,Regional Operations,Retail,Region North,Store Operations,IC1,466,21,BR,retail_ops
TERM0000799,799,2019-09-26,EndOfContract,EndOfContract,false,false,Sales,Retail,Floor Sales,Sales,IC1,379,15,AR,retail_ops
TERM0000888,888,2019-09-22,Redundancy,Redundancy,false,false,Sales,Retail,Key Accounts,Sales,IC1,128,10,BR,retail_ops
TERM0001019,1019,2019-09-26,Retirement,Retirement,true,false,Store Operations,Retail,Store Management,Store Operations,IC2,959,4,CO,retail_ops
TERM0001067,1067,2019-09-18,Layoff,Layoff,false,false,Regional Operations,Retail,Region Southeast,General Management,IC1,506,2,AR,retail_ops
TERM0001102,1102,2019-09-17,Redundancy,Redundancy,false,false,Visual Merchandising,Retail,Store Design,Store Operations,IC1,436,1,BR,retail_ops
TERM0000143,143,2019-09-26,Resignation,Resignation,true,false,Procurement,Supply Chain,Supplier Management,Procurement,IC1,430,51,BR,supply
TERM0000188,188,2019-09-18,Retirement,Retirement,true,false,Logistics,Supply Chain,Reverse Logistics,Logistics,IC1,276,55,BR,supply
TERM0000766,766,2019-09-26,Performance,Performance,false,false,Distribution Centers,Supply Chain,Outbound,Warehouse,IC1,166,17,BR,supply
TERM0000232,232,2019-09-20,Other,Other,false,false,Data & Analytics,Corporate,Business Intelligence,Data,IC3,92,125,BR,corporate
TERM0000598,598,2019-09-23,Resignation,Resignation,true,true,People,Corporate,HR Business Partner,People,IC4,327,27,BR,corporate
TERM0000903,903,2019-09-19,Layoff,Layoff,false,false,Marketing,Corporate,Brand,Marketing,IC1,60,10,BR,corporate
TERM0001037,1037,2019-09-19,Retirement,Retirement,true,false,Legal,Corporate,Corporate Legal,Legal,IC1,55,3,BR,corporate
TERM0000499,499,2019-09-27,Redundancy,Redundancy,false,false,Customer Operations,Customer,Order Support,Customer Support,IC2,352,34,AR,customer
TERM0000885,885,2019-09-20,Retirement,Retirement,true,false,Customer Experience,Customer,Voice of Customer,Customer Support,IC1,645,11,BR,customer
TERM0000734,734,2019-10-26,Retirement,Retirement,true,false,Visual Merchandising,Retail,Merchandising,Design,IC1,78,19,BR,retail_ops
TERM0000985,985,2019-10-26,Retirement,Retirement,true,false,Store Operations,Retail,Store Management,Store Operations,IC1,866,7,AR,retail_ops
TERM0001041,1041,2019-10-20,Resignation,Resignation,true,true,Store Operations,Retail,Security,Store Operations,IC2,375,4,AR,retail_ops
TERM0001054,1054,2019-10-23,Resignation,Resignation,true,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,189,3,BR,retail_ops
TERM0001060,1060,2019-10-16,Resignation,Resignation,true,true,Store Operations,Retail,Security,Store Operations,IC1,866,3,AR,retail_ops
TERM0001131,1131,2019-10-25,Resignation,Resignation,true,false,Visual Merchandising,Retail,Store Design,Design,IC1,751,1,MX,retail_ops
TERM0000468,468,2019-10-23,Retirement,Retirement,true,false,Planning,Supply Chain,Demand Planning,Data,IC1,843,37,BR,supply
TERM0000979,979,2019-10-16,EndOfContract,EndOfContract,false,false,Distribution Centers,Supply Chain,Outbound,Warehouse,IC1,109,7,BR,supply
TERM0001057,1057,2019-10-25,Resignation,Resignation,true,false,Planning,Supply Chain,Supply Planning,Logistics,IC1,505,3,BR,supply
TERM0000610,610,2019-10-22,Retirement,Retirement,true,false,Procurement,Corporate,Indirect Procurement,Procurement,IC2,47,27,BR,corporate
TERM0000523,523,2019-10-26,Resignation,Resignation,true,false,Customer Operations,Customer,Order Support,Logistics,IC1,288,35,BR,customer
TERM0000746,746,2019-10-19,Retirement,Retirement,true,false,Customer Operations,Customer,Order Support,Customer Support,IC1,288,19,BR,customer
TERM0000973,973,2019-10-28,Resignation,Resignation,true,true,Customer Experience,Customer,CX Design,Design,IC2,433,10,BR,customer
TERM0000991,991,2019-10-21,Retirement,Retirement,true,false,Customer Service,Customer,Chat,Customer Support,IC1,116,6,BR,customer
TERM0001100,1100,2019-10-28,Resignation,Resignation,true,true,Customer Experience,Customer,Voice of Customer,Customer Support,IC1,645,2,BR,customer
TERM0000983,983,2019-10-28,Performance,Performance,false,false,Product,Digital,Product Management,Product Management,IC1,118,7,BR,digital
TERM0000574,574,2019-11-20,Performance,Performance,false,false,Sales,Retail,Floor Sales,Sales,IC1,379,31,AR,retail_ops
TERM0000714,714,2019-11-27,Resignation,Resignation,true,true,Visual Merchandising,Retail,Merchandising,Design,IC1,812,24,BR,retail_ops
TERM0000891,891,2019-11-17,Retirement,Retirement,true,true,Store Operations,Retail,Cashier,Store Operations,IC1,77,12,BR,retail_ops
TERM0000910,910,2019-11-27,Retirement,Retirement,true,false,Regional Operations,Retail,Region North,Store Operations,IC1,31,12,BR,retail_ops
TERM0000425,425,2019-11-25,Resignation,Resignation,true,false,Planning,Supply Chain,Demand Planning,Logistics,IC1,9,42,BR,supply
TERM0000912,912,2019-11-18,Retirement,Retirement,true,false,Planning,Supply Chain,Demand Planning,Data,IC3,45,12,BR,supply
TERM0001120,1120,2019-11-27,Resignation,Resignation,true,true,Distribution Centers,Supply Chain,Inventory,Warehouse,IC2,665,2,BR,supply
TERM0000869,869,2019-11-18,Retirement,Retirement,true,false,Customer Service,Customer,Escalations,Customer Support,IC1,189,14,BR,customer
TERM0000939,939,2019-11-21,EndOfContract,EndOfContract,false,false,Customer Service,Customer,Escalations,Customer Support,IC1,530,12,AR,customer
TERM0001034,1034,2019-11-27,Retirement,Retirement,true,false,Customer Operations,Customer,Order Support,Logistics,IC1,1044,5,BR,customer
TERM0001076,1076,2019-11-22,Retirement,Retirement,true,false,Customer Service,Customer,Chat,Customer Support,IC1,530,3,AR,customer
TERM0001089,1089,2019-11-27,Retirement,Retirement,true,false,Customer Experience,Customer,CX Design,Customer Support,IC1,645,3,BR,customer
TERM0000096,96,2019-12-16,Retirement,Retirement,true,false,Visual Merchandising,Retail,Store Design,Design,IC1,200,76,BR,retail_ops
TERM0000631,631,2019-12-17,Retirement,Retirement,true,false,Regional Operations,Retail,Region South,Store Operations,IC2,609,28,BR,retail_ops
TERM0000894,894,2019-12-23,Layoff,Layoff,false,true,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,270,13,BR,retail_ops
TERM0000996,996,2019-12-16,Resignation,Resignation,true,true,Visual Merchandising,Retail,Merchandising,Design,IC1,994,8,BR,retail_ops
TERM0001053,1053,2019-12-23,Resignation,Resignation,true,false,Sales,Retail,Key Accounts,Sales,IC1,950,5,MX,retail_ops
TERM0001097,1097,2019-12-20,Resignation,Resignation,true,true,Visual Merchandising,Retail,Store Design,Store Operations,IC1,270,4,BR,retail_ops
TERM0001181,1181,2019-12-21,Retirement,Retirement,true,false,Visual Merchandising,Retail,Merchandising,Design,IC1,189,1,BR,retail_ops
TERM0001193,1193,2019-12-17,Other,Other,false,false,Store Operations,Retail,Store Management,Store Operations,IC1,1158,1,BR,retail_ops
TERM0001201,1201,2019-12-16,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC1,1196,1,BR,retail_ops
TERM0000003,3,2019-12-26,Resignation,Resignation,true,false,Distribution Centers,Supply Chain,Inventory,Warehouse,IC1,48,87,BR,supply
TERM0000158,158,2019-12-21,Retirement,Retirement,true,true,Procurement,Supply Chain,Supplier Management,Procurement,IC1,302,53,BR,supply
TERM0000344,344,2019-12-28,Redundancy,Redundancy,false,false,Planning,Supply Chain,Demand Planning,Data,IC2,541,51,AR,supply
TERM0001056,1056,2019-12-22,Redundancy,Redundancy,false,true,Procurement,Supply Chain,Sourcing,Procurement,IC1,430,5,BR,supply
TERM0000165,165,2019-12-21,Retirement,Retirement,true,false,Customer Operations,Customer,Returns,Logistics,IC2,252,85,BR,customer
TERM0000752,752,2019-12-25,EndOfContract,EndOfContract,false,false,Customer Operations,Customer,Order Support,Customer Support,IC1,765,21,BR,customer
TERM0001185,1185,2019-12-26,Other,Other,false,false,Customer Experience,Customer,CX Design,Design,IC1,899,1,AR,customer
TERM0000609,609,2020-01-20,Retirement,Retirement,true,true,Regional Operations,Retail,Region North,Store Operations,IC3,208,30,BR,retail_ops
TERM0000643,643,2020-01-22,Retirement,Retirement,true,false,Regional Operations,Retail,Region South,General Management,IC1,229,28,BR,retail_ops
TERM0000800,800,2020-01-19,Resignation,Resignation,true,false,Sales,Retail,Key Accounts,Sales,M1,65,19,BR,retail_ops
TERM0000974,974,2020-01-24,Redundancy,Redundancy,false,false,Regional Operations,Retail,Region South,General Management,IC1,1220,10,BR,retail_ops
TERM0001090,1090,2020-01-17,Layoff,Layoff,false,false,Regional Operations,Retail,Region Southeast,Store Operations,IC1,139,5,BR,retail_ops
TERM0001145,1145,2020-01-26,EndOfContract,EndOfContract,false,false,Regional Operations,Retail,Region North,General Management,IC1,959,3,CO,retail_ops
TERM0000934,934,2020-01-19,Retirement,Retirement,true,false,Risk,Corporate,Fraud,Risk & Compliance,IC2,73,14,BR,corporate
TERM0001127,1127,2020-01-24,Retirement,Retirement,true,false,Procurement,Corporate,Indirect Procurement,Procurement,M3,692,4,BR,corporate
TERM0001003,1003,2020-01-27,Retirement,Retirement,true,false,Logistics,Supply Chain,Transportation,Logistics,IC2,1001,9,BR,supply
TERM0001032,1032,2020-01-25,Redundancy,Redundancy,false,false,Distribution Centers,Supply Chain,Inventory,Warehouse,IC1,166,7,BR,supply
TERM0000829,829,2020-01-23,Resignation,Resignation,true,true,Customer Service,Customer,Escalations,Customer Support,M1,70,18,BR,customer
TERM0001038,1038,2020-01-16,Resignation,Resignation,true,false,Customer Service,Customer,Escalations,Customer Support,IC1,521,7,BR,customer
TERM0000895,895,2020-02-26,Redundancy,Redundancy,false,true,Store Operations,Retail,Stockroom,Store Operations,IC1,852,15,BR,retail_ops
TERM0001036,1036,2020-02-23,Performance,Performance,false,false,Visual Merchandising,Retail,Store Design,Store Operations,IC2,365,8,AR,retail_ops
TERM0001211,1211,2020-02-21,Redundancy,Redundancy,false,false,Regional Operations,Retail,Region South,General Management,IC1,139,3,BR,retail_ops
TERM0001230,1230,2020-02-28,Resignation,Resignation,true,false,Store Operations,Retail,Stockroom,Store Operations,IC1,866,3,AR,retail_ops
TERM0001059,1059,2020-02-16,Resignation,Resignation,true,true,Distribution Centers,Supply Chain,Outbound,Warehouse,IC2,357,7,AR,supply
TERM0001044,1044,2020-02-28,Resignation,Resignation,true,false,Customer Operations,Customer,Returns,Logistics,IC2,946,8,BR,customer
TERM0001144,1144,2020-02-28,Redundancy,Redundancy,false,false,Customer Service,Customer,Chat,Customer Support,IC1,93,4,BR,customer
TERM0000781,781,2020-03-26,Resignation,Resignation,true,false,Visual Merchandising,Retail,Store Design,Store Operations,IC1,32,22,BR,retail_ops
TERM0001128,1128,2020-03-23,Retirement,Retirement,true,false,Regional Operations,Retail,Region Southeast,General Management,IC1,1118,6,BR,retail_ops
TERM0001241,1241,2020-03-20,Resignation,Resignation,true,false,Regional Operations,Retail,Region North,Store Operations,IC1,174,3,BR,retail_ops
TERM0000768,768,2020-03-22,EndOfContract,EndOfContract,false,false,Logistics,Supply Chain,Reverse Logistics,Logistics,M1,303,23,BR,supply
TERM0001224,1224,2020-03-17,Retirement,Retirement,true,false,Procurement,Supply Chain,Sourcing,Procurement,IC1,331,4,BR,supply
TERM0001099,1099,2020-03-26,Layoff,Layoff,false,false,Customer Service,Customer,Contact Center,Customer Support,IC1,1029,7,BR,customer
TERM0001013,1013,2020-04-27,Resignation,Resignation,true,true,Visual Merchandising,Retail,Merchandising,Store Operations,IC2,960,11,BR,retail_ops
TERM0001154,1154,2020-04-20,Resignation,Resignation,true,true,Visual Merchandising,Retail,Merchandising,Store Operations,IC1,189,6,BR,retail_ops
TERM0001190,1190,2020-04-28,Resignation,Resignation,true,false,Store Operations,Retail,Stockroom,Store Operations,IC2,89,5,BR,retail_ops
TERM0001209,1209,2020-04-28,Resignation,Resignation,true,false,Sales,Retail,Key Accounts,Sales,IC1,473,5,BR,retail_ops
TERM0001225,1225,2020-04-24,Resignation,Resignation,true,false,Regional Operations,Retail,Region North,Store Operations,IC1,1214,5,BR,retail_ops
TERM0000509,509,2020-04-18,Retirement,Retirement,true,false,Data & Analytics,Corporate,Business Intelligence,Data,M2,14,41,BR,corporate
TERM0000063,63,2020-04-20,Redundancy,Redundancy,false,false,Distribution Centers,Supply Chain,Inbound,Warehouse,IC1,48,56,BR,supply
TERM0000556,556,2020-04-20,Retirement,Retirement,true,false,Planning,Supply Chain,Supply Planning,Data,IC2,305,37,BR,supply
TERM0001252,1252,2020-04-17,Resignation,Resignation,true,false,Customer Experience,Customer,CX Design,Customer Support,IC1,659,4,BR,customer
TERM0000391,391,2020-05-21,Layoff,Layoff,false,false,Sales,Retail,Floor Sales,Sales,IC2,162,51,BR,retail_ops
TERM0000753,753,2020-05-24,Resignation,Resignation,true,false,Store Operations,Retail,Cashier,Store Operations,IC1,66,26,BR,retail_ops
TERM0000775,775,2020-05-27,Performance,Performance,false,false,Sales,Retail,Floor Sales,Sales,IC1,326,24,BR,retail_ops
TERM0001084,1084,2020-05-26,Resignation,Resignation,true,false,Store Operations,Retail,Cashier,Store Operations,IC1,1002,9,BR,retail_ops
TERM0001192,1192,2020-05-23,Other,Other,false,false,Store Operations,Retail,Store Management,Store Operations,IC1,1129,6,BR,retail_ops
TERM0001216,1216,2020-05-27,Retirement,Retirement,true,false,Store Operations,Retail,Cashier,Store Operations,IC1,1208,6,BR,retail_ops
TERM0000464,464,2020-05-20,Resignation,Resignation,true,true,Legal,Corporate,Compliance,Legal,IC3,763,45,BR,corporate
TERM0000843,843,2020-05-18,Retirement,Retirement,true,false,Planning,Supply Chain,Supply Planning,Data,IC2,474,21,BR,supply
TERM0000938,938,2020-05-27,Redundancy,Redundancy,false,false,Planning,Supply Chain,Supply Planning,Logistics,IC1,148,18,BR,supply
TERM0000958,958,2020-05-16,Resignation,Resignation,true,false,Procurement,Supply Chain,Sourcing,Procurement,IC1,804,17,BR,supply
TERM0001169,1169,2020-05-21,Resignation,Resignation,true,true,Planning,Supply Chain,Supply Planning,Logistics,M1,246,6,BR,supply
TERM0001197,1197,2020-05-17,Retirement,Retirement,true,false,Logistics,Supply Chain,Reverse Logistics,Logistics,IC1,330,6,BR,supply
TERM0000867,867,2020-05-26,Resignation,Resignation,true,true,Data,Digital,Data Science,Data,IC3,618,20,BR,digital
TERM0000378,378,2020-06-27,Resignation,Resignation,true,true,Regional Operations,Retail,Region Southeast,General Management,IC1,506,89,AR,retail_ops
TERM0000866,866,2020-06-22,Performance,Performance,false,false,Store Operations,Retail,Store Management,Store Operations,IC2,375,21,AR,retail_ops
TERM0000855,855,2020-06-16,Retirement,Retirement,true,false,Distribution Centers,Supply Chain,Inbound,Warehouse,IC1,770,21,BR,supply
TERM0000123,123,2020-06-20,Retirement,Retirement,true,false,Customer Service,Customer,Escalations,Customer Support,IC1,242,53,BR,customer
TERM0000613,613,2020-06-18,Retirement,Retirement,true,false,Customer Service,Customer,Contact Center,Customer Support,IC1,592,35,BR,customer
TERM0001258,1258,2020-06-28,Resignation,Resignation,true,true,Customer Operations,Customer,Returns,Customer Support,IC1,11,6,BR,customer
TERM0000070,70,2020-07-16,Resignation,Resignation,true,true,Store Operations,Retail,Store Management,Store Operations,M2,782,58,BR,retail_ops
TERM0000200,200,2020-07-23,Retirement,Retirement,true,false,Visual Merchandising,Retail,Merchandising,Store Operations,IC2,273,183,BR,retail_ops
TERM0000583,583,2020-07-28,Retirement,Retirement,true,false,Visual Merchandising,Retail,Store Design,Design,IC2,273,38,BR,retail_ops
TERM0000845,845,2020-07-19,Resignation,Resignation,true,true,Visual Merchandising,Retail,Merchandising,Design,IC2,294,23,BR,retail_ops
TERM0000971,971,2020-07-20,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC2,1085,19,CL,retail_ops
TERM0001009,1009,2020-07-20,Retirement,Retirement,true,false,Regional Operations,Retail,Region North,Store Operations,IC2,477,15,BR,retail_ops
TERM0001078,1078,2020-07-16,Redundancy,Redundancy,false,true,Regional Operations,Retail,Region South,Store Operations,IC1,139,11,BR,retail_ops
TERM0001129,1129,2020-07-21,Resignation,Resignation,true,true,Store Operations,Retail,Stockroom,Store Operations,IC2,1080,10,BR,retail_ops
TERM0001187,1187,2020-07-23,Retirement,Retirement,true,false,Sales,Retail,Key Accounts,Sales,IC1,959,8,CO,retail_ops
TERM0001236,1236,2020-07-16,Resignation,Resignation,true,false,Sales,Retail,Key Accounts,Sales,IC1,1235,8,BR,retail_ops
TERM0000965,965,2020-07-21,Resignation,Resignation,true,true,Risk,Corporate,Fraud,Risk & Compliance,IC2,794,19,BR,corporate
TERM0000995,995,2020-07-27,Resignation,Resignation,true,false,Procurement,Corporate,Indirect Procurement,Procurement,IC1,175,15,BR,corporate
TERM0000083,83,2020-07-18,Resignation,Resignation,true,true,Planning,Supply Chain,Supply Planning,Logistics,IC2,9,113,BR,supply
TERM0001104,1104,2020-07-21,Layoff,Layoff,false,false,Logistics,Supply Chain,Transportation,Logistics,IC1,931,10,BR,supply
TERM0001207,1207,2020-07-23,Performance,Performance,false,false,Customer Operations,Customer,Order Support,Logistics,IC2,899,8,AR,customer
TERM0001242,1242,2020-07-27,Resignation,Resignation,true,false,Customer Experience,Customer,Voice of Customer,Customer Support,IC1,1132,7,CO,customer
TERM0000854,854,2020-08-22,Resignation,Resignation,true,true,Sales,Retail,Key Accounts,Sales,IC2,517,23,BR,retail_ops
TERM0001064,1064,2020-08-17,Retirement,Retirement,true,false,Store Operations,Retail,Cashier,Store Operations,IC1,925,13,BR,retail_ops
TERM0001087,1087,2020-08-27,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC1,26,12,BR,retail_ops
TERM0001276,1276,2020-08-18,Redundancy,Redundancy,false,false,Store Operations,Retail,Security,Store Operations,IC1,751,3,MX,retail_ops
TERM0000940,940,2020-08-26,Retirement,Retirement,true,false,Finance,Corporate,Controlling,Finance,M1,945,21,BR,corporate
TERM0000113,113,2020-08-20,Resignation,Resignation,true,true,Customer Experience,Customer,Voice of Customer,Design,IC2,557,106,BR,customer
TERM0001240,1240,2020-08-22,Resignation,Resignation,true,false,Customer Service,Customer,Contact Center,Customer Support,IC2,1162,8,BR,customer
TERM0000707,707,2020-08-16,Redundancy,Redundancy,false,false,Digital Marketing,Digital,Paid Media,Marketing,IC3,566,33,BR,digital
TERM0000333,333,2020-09-20,Retirement,Retirement,true,false,Sales,Retail,Floor Sales,Sales,IC2,29,180,BR,retail_ops
TERM0000571,571,2020-09-20,Resignation,Resignation,true,false,Sales,Retail,Key Accounts,Sales,IC3,1018,41,BR,retail_ops
TERM0000893,893,2020-09-28,Performance,Performance,false,false,Visual Merchandising,Retail,Store Design,Store Operations,IC1,812,22,BR,retail_ops
TERM0000913,913,2020-09-25,Retirement,Retirement,true,false,Store Operations,Retail,Store Management,Store Operations,IC1,915,22,BR,retail_ops
TERM0001024,1024,2020-09-28,Redundancy,Redundancy,false,false,Regional Operations,Retail,Region North,General Management,IC1,1142,16,BR,retail_ops
TERM0001117,1117,2020-09-28,Retirement,Retirement,true,false,Store Operations,Retail,Stockroom,Store Operations,IC1,915,12,BR,retail_ops
TERM0001123,1123,2020-09-28,Resignation,Resignation,true,false,Regional Operations,Retail,Region South,Store Operations,IC1,1118,12,BR,retail_ops
TERM0001124,1124,2020-09-18,Retirement,Retirement,true,false,Regional Operations,Retail,Region Southeast,Store Operations,IC1,1015,12,BR,retail_ops
TERM0001288,1288,2020-09-27,Resignation,Resignation,true,false,Marketing,Corporate,CRM,Marketing,IC3,636,3,BR,corporate
TERM0001139,1139,2020-09-21,Resignation,Resignation,true,false,Distribution Centers,Supply Chain,Outbound,Warehouse,IC2,357,11,AR,supply
TERM0000285,285,2020-09-23,Resignation,Resignation,true,true,Digital Marketing,Digital,Lifecycle,Marketing,IC3,566,86,BR,digital
TERM0000778,778,2020-10-20,Redundancy,Redundancy,false,false,Regional Operations,Retail,Region South,General Management,IC2,27,29,BR,retail_ops
TERM0001220,1220,2020-10-23,Redundancy,Redundancy,false,true,Regional Operations,Retail,Region Southeast,Store Operations,IC2,477,11,BR,retail_ops
TERM0001259,1259,2020-10-28,Resignation,Resignation,true,false,Visual Merchandising,Retail,Merchandising,Design,IC1,1238,10,BR,retail_ops
TERM0001150,1150,2020-10-27,Layoff,Layoff,false,false,Finance,Corporate,FP&A,Finance,IC2,906,12,BR,corporate
TERM0000328,328,2020-10-25,Resignation,Resignation,true,false,UX,Digital,Research,Design,IC1,816,59,BR,digital
TERM0000825,825,2020-11-19,Resignation,Resignation,true,false,Sales,Retail,Floor Sales,Sales,IC1,690,28,BR,retail_ops
TERM0001008,1008,2020-11-17,Resignation,Resignation,true,false,Sales,Retail,Key Accounts,Sales,IC1,488,19,BR,retail_ops
