requisition_id,position_id,country,business_unit,department,sub_department,job_family,job_level,location,opening_date,approval_date,posting_date,requisition_status,recruiter_id,hire_date
REQ0000321,POS0000322,BR,Retail,Store Operations,Stockroom,Store Operations,IC1,STORE-BR-022,2017-08-02,2017-08-09,2017-08-14,Filled,REC0005,2017-10-13
REQ0000322,POS0000323,AR,Supply Chain,Planning,Supply Planning,Logistics,IC2,DC-AR-001,2017-05-29,2017-06-06,2017-06-07,Cancelled,REC0001,
REQ0000323,POS0000324,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-030,2017-07-30,2017-08-08,2017-08-10,Cancelled,REC0005,
REQ0000324,POS0000325,BR,Customer,Customer Service,Escalations,Customer Support,IC1,SITE-BR-002,2017-08-20,2017-08-29,2017-09-03,Filled,REC0003,2017-11-05
REQ0000325,POS0000326,BR,Supply Chain,Distribution Centers,Inbound,Warehouse,IC3,DC-BR-005,2017-06-29,2017-07-04,2017-07-14,Filled,REC0002,2017-11-13
REQ0000326,POS0000327,AR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-AR-010,2017-09-02,2017-09-04,2017-09-10,Filled,REC0002,2017-11-05
REQ0000327,POS0000328,AR,Supply Chain,Logistics,Reverse Logistics,Logistics,IC1,DC-AR-001,2017-08-11,2017-08-21,2017-08-21,Filled,REC0001,2017-11-11
REQ0000328,POS0000329,BR,Retail,Store Operations,Cashier,Store Operations,IC2,STORE-BR-014,2017-07-13,2017-07-29,2017-08-09,Filled,REC0002,2017-11-08
REQ0000329,POS0000330,BR,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-BR-018,2017-08-29,2017-09-02,2017-09-09,Filled,REC0005,2017-11-05
REQ0000330,POS0000331,BR,Digital,UX,Design System,Design,IC1,HQ-BR-001,2017-09-24,2017-10-02,2017-10-03,Filled,REC0001,2017-11-13
REQ0000331,POS0000332,BR,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-BR-012,2017-10-02,2017-10-06,2017-10-08,Filled,REC0003,2017-11-01
REQ0000332,POS0000333,AR,Supply Chain,Distribution Centers,Outbound,Warehouse,IC3,DC-AR-001,2017-07-20,2017-08-06,2017-08-18,Filled,REC0004,2017-11-11
REQ0000333,POS0000334,BR,Customer,Customer Operations,Order Support,Customer Support,M3,SITE-BR-002,2017-06-07,2017-06-18,2017-06-24,Filled,REC0004,2017-11-10
REQ0000334,POS0000335,AR,Supply Chain,Logistics,Reverse Logistics,Logistics,IC3,DC-AR-001,2017-06-23,2017-07-11,2017-07-25,Filled,REC0001,2017-11-07
REQ0000335,POS0000336,BR,Digital,UX,Research,Design,IC3,HQ-BR-001,2017-07-07,2017-07-27,2017-08-08,Filled,REC0001,2017-11-14
REQ0000336,POS0000337,BR,Retail,Store Operations,Security,Store Operations,IC1,STORE-BR-044,2017-10-03,2017-10-10,2017-10-17,Filled,REC0004,2017-11-14
REQ0000337,POS0000338,BR,Retail,Sales,Key Accounts,Sales,IC2,STORE-BR-017,2017-06-29,2017-07-18,2017-07-20,Filled,REC0004,2017-11-03
REQ0000338,POS0000339,BR,Customer,Customer Service,Contact Center,Customer Support,IC1,SITE-BR-002,2017-09-03,2017-09-12,2017-09-13,Filled,REC0002,2017-11-12
REQ0000339,POS0000340,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-025,2017-09-26,2017-10-07,2017-10-07,Filled,REC0003,2017-11-13
REQ0000340,POS0000341,BR,Customer,Customer Service,Chat,Customer Support,IC1,SITE-BR-003,2017-09-11,2017-09-15,2017-09-22,Filled,REC0005,2017-11-14
REQ0000341,POS0000342,BR,Supply Chain,Procurement,Sourcing,Procurement,IC1,DC-BR-005,2017-09-23,2017-09-29,2017-09-30,Filled,REC0005,2017-11-13
REQ0000342,POS0000343,BR,Supply Chain,Procurement,Supplier Management,Procurement,IC3,DC-BR-002,2017-07-10,2017-07-23,2017-08-06,Filled,REC0003,2017-11-01
REQ0000343,POS0000344,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-BR-008,2017-09-18,2017-09-27,2017-09-30,Filled,REC0001,2017-11-13
REQ0000344,POS0000345,BR,Corporate,Legal,Labor Legal,Legal,IC4,HQ-BR-001,2017-04-24,2017-05-18,2017-06-03,Filled,REC0005,2017-11-02
REQ0000345,POS0000346,BR,Retail,Store Operations,Security,Store Operations,IC1,STORE-BR-025,2017-09-01,2017-09-04,2017-09-06,Filled,REC0002,2017-11-07
REQ0000346,POS0000347,BR,Corporate,Strategy,M&A,Strategy,IC3,HQ-BR-001,2017-06-17,2017-07-08,2017-07-17,Filled,REC0004,2017-11-07
REQ0000347,POS0000348,BR,Corporate,Data & Analytics,Business Intelligence,Data,M3,HQ-BR-001,2017-08-13,2017-08-20,2017-08-27,Filled,REC0005,2017-11-02
REQ0000348,POS0000349,BR,Retail,Store Operations,Stockroom,Store Operations,IC1,STORE-BR-008,2017-09-04,2017-09-08,2017-09-09,Filled,REC0002,2017-11-12
REQ0000349,POS0000350,BR,Customer,Customer Experience,CX Design,Design,IC1,SITE-BR-002,2017-09-03,2017-09-07,2017-09-11,Filled,REC0005,2017-11-05
REQ0000350,POS0000351,BR,Retail,Sales,Floor Sales,Sales,IC2,STORE-BR-020,2017-09-06,2017-09-09,2017-09-17,Filled,REC0002,2017-11-02
REQ0000351,POS0000352,BR,Retail,Store Operations,Stockroom,Store Operations,IC3,STORE-BR-023,2017-07-03,2017-07-16,2017-07-16,Filled,REC0003,2017-11-03
REQ0000352,POS0000353,BR,Corporate,Procurement,Contracts,Procurement,M4,HQ-BR-001,2017-04-28,2017-05-11,2017-05-31,Filled,REC0001,2017-11-12
REQ0000353,POS0000354,BR,Retail,Visual Merchandising,Store Design,Design,IC1,STORE-BR-027,2017-09-25,2017-09-27,2017-09-29,Filled,REC0004,2017-11-07
REQ0000354,POS0000355,BR,Supply Chain,Logistics,Reverse Logistics,Logistics,IC1,DC-BR-002,2017-09-22,2017-09-25,2017-09-28,Filled,REC0005,2017-11-03
REQ0000355,POS0000356,BR,Supply Chain,Logistics,Transportation,Logistics,IC1,DC-BR-005,2017-08-22,2017-09-01,2017-09-05,Filled,REC0004,2017-11-07
REQ0000356,POS0000357,BR,Retail,Sales,Floor Sales,Sales,IC2,STORE-BR-007,2017-07-16,2017-07-28,2017-08-10,Filled,REC0001,2017-11-03
REQ0000357,POS0000358,BR,Supply Chain,Procurement,Sourcing,Procurement,IC5,DC-BR-004,2017-06-25,2017-06-28,2017-07-05,Filled,REC0001,2017-11-07
REQ0000358,POS0000359,BR,Supply Chain,Logistics,Last Mile,Logistics,IC1,DC-BR-004,2017-08-27,2017-09-05,2017-09-12,Filled,REC0002,2017-11-01
REQ0000359,POS0000360,BR,Digital,UX,Design System,Design,M1,HQ-BR-001,2017-06-18,2017-07-03,2017-07-07,Filled,REC0005,2017-11-10
REQ0000360,POS0000361,BR,Retail,Visual Merchandising,Store Design,Store Operations,M4,STORE-BR-033,2017-04-08,2017-04-28,2017-05-16,Filled,REC0003,2017-11-06
REQ0000361,POS0000362,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-023,2017-09-19,2017-09-23,2017-09-26,Filled,REC0003,2017-11-09
REQ0000362,POS0000363,BR,Customer,Customer Service,Chat,Customer Support,M1,SITE-BR-002,2017-05-27,2017-06-10,2017-06-25,Filled,REC0002,2017-11-01
REQ0000363,POS0000364,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-037,2017-09-12,2017-09-15,2017-09-23,Filled,REC0004,2017-11-03
REQ0000364,POS0000365,BR,Customer,Customer Service,Escalations,Customer Support,IC1,SITE-BR-002,2017-08-18,2017-08-23,2017-08-26,Filled,REC0003,2017-11-01
REQ0000365,POS0000366,AR,Retail,Store Operations,Stockroom,Store Operations,IC1,STORE-AR-002,2017-09-12,2017-09-22,2017-09-25,Filled,REC0003,2017-11-12
REQ0000366,POS0000367,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-040,2017-08-22,2017-08-28,2017-08-31,Filled,REC0005,2017-11-07
REQ0000367,POS0000368,BR,Digital,Digital Marketing,Paid Media,Marketing,IC3,HQ-BR-001,2017-07-01,2017-07-06,2017-07-17,Filled,REC0005,2017-11-01
REQ0000368,POS0000369,BR,Retail,Store Operations,Stockroom,Store Operations,M4,STORE-BR-004,2017-03-26,2017-04-12,2017-05-06,Filled,REC0001,2017-11-03
REQ0000369,POS0000370,BR,Customer,Customer Experience,CX Design,Customer Support,IC1,SITE-BR-003,2017-09-10,2017-09-12,2017-09-16,Filled,REC0001,2017-11-10
REQ0000370,POS0000371,BR,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-BR-028,2017-10-06,2017-10-13,2017-10-20,Filled,REC0003,2017-11-02
REQ0000371,POS0000372,BR,Corporate,Risk,Fraud,Risk & Compliance,D2,HQ-BR-001,2017-05-26,2017-06-21,2017-06-28,Filled,REC0001,2017-11-10
REQ0000372,POS0000373,BR,Digital,Data,Analytics Engineering,Data,IC3,HQ-BR-001,2017-07-29,2017-08-10,2017-08-15,Filled,REC0003,2017-11-02
REQ0000373,POS0000374,BR,Customer,Customer Experience,CX Design,Design,IC1,SITE-BR-003,2017-09-25,2017-09-28,2017-09-30,Filled,REC0003,2017-11-14
REQ0000374,POS0000375,BR,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-BR-012,2017-09-16,2017-09-23,2017-09-28,Filled,REC0005,2017-11-10
REQ0000375,POS0000376,BR,Customer,Customer Service,Escalations,Customer Support,IC1,SITE-BR-002,2017-09-28,2017-10-01,2017-10-04,Cancelled,REC0002,
REQ0000376,POS0000377,AR,Retail,Visual Merchandising,Store Design,Design,IC1,STORE-AR-003,2017-08-24,2017-09-02,2017-09-06,Cancelled,REC0004,
REQ0000377,POS0000378,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC2,STORE-BR-031,2017-08-23,2017-08-30,2017-09-08,Cancelled,REC0004,
REQ0000378,POS0000379,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-030,2017-09-15,2017-09-18,2017-09-21,Cancelled,REC0003,
REQ0000379,POS0000380,BR,Corporate,Data & Analytics,Data Governance,Data,IC2,HQ-BR-001,2017-07-05,2017-07-23,2017-08-05,Cancelled,REC0004,
REQ0000380,POS0000381,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-043,2017-09-15,2017-09-24,2017-09-24,Cancelled,REC0005,
REQ0000381,POS0000382,BR,Digital,Data,Data Science,Data,M2,HQ-BR-001,2017-05-26,2017-06-23,2017-07-03,Cancelled,REC0002,
REQ0000382,POS0000383,AR,Customer,Customer Service,Contact Center,Customer Support,IC1,SITE-AR-001,2017-09-15,2017-09-17,2017-09-21,Cancelled,REC0005,
REQ0000383,POS0000384,BR,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-BR-033,2017-10-11,2017-10-13,2017-10-17,Filled,REC0004,2017-12-02
REQ0000384,POS0000385,AR,Customer,Customer Service,Chat,Customer Support,IC1,SITE-AR-001,2017-10-10,2017-10-14,2017-10-15,Filled,REC0005,2017-12-03
REQ0000385,POS0000386,BR,Retail,Regional Operations,Region North,Store Operations,IC1,STORE-BR-007,2017-10-15,2017-10-22,2017-10-23,Filled,REC0001,2017-12-12
REQ0000386,POS0000387,BR,Customer,Customer Experience,CX Design,Customer Support,IC1,SITE-BR-001,2017-10-06,2017-10-10,2017-10-12,Filled,REC0005,2017-12-06
REQ0000387,POS0000388,BR,Corporate,Procurement,Contracts,Procurement,IC4,HQ-BR-001,2017-05-25,2017-06-18,2017-06-25,Filled,REC0001,2017-12-01
REQ0000388,POS0000389,BR,Retail,Regional Operations,Region South,General Management,IC1,STORE-BR-035,2017-09-26,2017-10-07,2017-10-07,Filled,REC0001,2017-12-01
REQ0000389,POS0000390,BR,Retail,Sales,Key Accounts,Sales,M1,STORE-BR-002,2017-05-31,2017-06-16,2017-06-25,Filled,REC0002,2017-12-10
REQ0000390,POS0000391,BR,Retail,Store Operations,Store Management,Store Operations,IC1,STORE-BR-009,2017-10-11,2017-10-19,2017-10-26,Filled,REC0001,2017-12-09
REQ0000391,POS0000392,BR,Retail,Visual Merchandising,Store Design,Store Operations,M2,STORE-BR-020,2017-06-25,2017-07-03,2017-07-11,Filled,REC0005,2017-12-11
REQ0000392,POS0000393,AR,Customer,Customer Experience,CX Design,Customer Support,IC1,SITE-AR-001,2017-10-10,2017-10-19,2017-10-21,Filled,REC0003,2017-12-12
REQ0000393,POS0000394,BR,Corporate,Strategy,PMO,Strategy,IC3,HQ-BR-001,2017-08-22,2017-09-09,2017-09-20,Filled,REC0003,2017-12-05
REQ0000394,POS0000395,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-034,2017-09-26,2017-10-08,2017-10-09,Filled,REC0005,2017-12-05
REQ0000395,POS0000396,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC3,STORE-BR-020,2017-08-30,2017-09-14,2017-09-14,Filled,REC0002,2017-12-13
REQ0000396,POS0000397,BR,Supply Chain,Procurement,Supplier Management,Procurement,IC1,DC-BR-004,2017-10-18,2017-10-24,2017-10-26,Filled,REC0003,2017-12-09
REQ0000397,POS0000398,BR,Supply Chain,Logistics,Last Mile,Logistics,IC2,DC-BR-006,2017-07-08,2017-07-20,2017-08-03,Filled,REC0003,2017-12-12
REQ0000398,POS0000399,BR,Digital,E-commerce,Catalog,Product Management,IC4,HQ-BR-001,2017-09-17,2017-09-26,2017-10-12,Filled,REC0001,2017-12-14
REQ0000399,POS0000400,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-044,2017-11-13,2017-11-19,2017-11-22,Filled,REC0003,2017-12-14
REQ0000400,POS0000401,BR,Corporate,Data & Analytics,Data Governance,Data,IC1,HQ-BR-001,2017-09-20,2017-09-26,2017-10-04,Cancelled,REC0003,
REQ0000401,POS0000402,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-034,2017-10-11,2017-10-15,2017-10-17,Cancelled,REC0001,
REQ0000402,POS0000403,BR,Retail,Visual Merchandising,Store Design,Design,IC2,STORE-BR-029,2017-07-01,2017-07-17,2017-07-26,Cancelled,REC0003,
REQ0000403,POS0000404,BR,Retail,Visual Merchandising,Store Design,Store Operations,M2,STORE-BR-005,2017-07-27,2017-08-18,2017-09-01,Filled,REC0002,2018-02-13
REQ0000404,POS0000405,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-031,2018-01-08,2018-01-11,2018-01-15,Filled,REC0002,2018-03-12
REQ0000405,POS0000406,BR,Retail,Visual Merchandising,Merchandising,Design,IC1,STORE-BR-043,2018-01-08,2018-01-17,2018-01-22,Filled,REC0002,2018-03-05
REQ0000406,POS0000407,BR,Corporate,Data & Analytics,Business Intelligence,Data,IC2,HQ-BR-001,2017-11-05,2017-11-17,2017-11-20,Filled,REC0001,2018-03-01
REQ0000407,POS0000408,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC2,STORE-BR-043,2017-12-26,2018-01-09,2018-01-12,Filled,REC0004,2018-03-14
REQ0000408,POS0000409,BR,Customer,Customer Operations,Returns,Logistics,IC1,SITE-BR-001,2018-01-14,2018-01-15,2018-01-21,Filled,REC0002,2018-03-02
REQ0000409,POS0000410,BR,Customer,Customer Operations,Order Support,Customer Support,IC1,SITE-BR-004,2018-01-28,2018-02-03,2018-02-11,Filled,REC0003,2018-03-05
REQ0000410,POS0000411,BR,Supply Chain,Distribution Centers,Inventory,Warehouse,IC1,DC-BR-005,2018-01-31,2018-02-09,2018-02-09,Filled,REC0005,2018-03-13
REQ0000411,POS0000412,BR,Digital,Data,Analytics Engineering,Data,IC2,HQ-BR-001,2017-11-13,2017-11-22,2017-11-30,Filled,REC0004,2018-03-02
REQ0000412,POS0000413,BR,Supply Chain,Distribution Centers,Outbound,Warehouse,IC4,DC-BR-002,2017-12-23,2017-12-24,2017-12-31,Filled,REC0003,2018-03-12
REQ0000413,POS0000414,BR,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-BR-005,2018-01-07,2018-01-18,2018-01-23,Filled,REC0002,2018-03-08
REQ0000414,POS0000415,CL,Customer,Customer Experience,Voice of Customer,Design,IC2,SITE-CL-001,2017-11-14,2017-11-22,2017-11-25,Filled,REC0003,2018-03-09
REQ0000415,POS0000416,BR,Supply Chain,Planning,Demand Planning,Data,IC5,DC-BR-003,2017-10-11,2017-10-30,2017-10-31,Filled,REC0002,2018-03-08
REQ0000416,POS0000417,BR,Supply Chain,Logistics,Last Mile,Logistics,IC1,DC-BR-006,2018-01-22,2018-01-25,2018-01-27,Filled,REC0004,2018-03-11
REQ0000417,POS0000418,BR,Customer,Customer Operations,Order Support,Customer Support,IC1,SITE-BR-004,2018-01-09,2018-01-19,2018-01-23,Filled,REC0005,2018-03-05
REQ0000418,POS0000419,BR,Retail,Visual Merchandising,Merchandising,Store Operations,IC1,STORE-BR-037,2017-12-17,2017-12-24,2017-12-31,Filled,REC0004,2018-03-02
REQ0000419,POS0000420,BR,Corporate,Legal,Corporate Legal,Legal,M3,HQ-BR-001,2017-06-11,2017-07-18,2017-07-29,Filled,REC0005,2018-03-13
REQ0000420,POS0000421,BR,Customer,Customer Experience,CX Design,Customer Support,IC1,SITE-BR-002,2018-01-11,2018-01-18,2018-01-21,Filled,REC0001,2018-03-14
REQ0000421,POS0000422,BR,Digital,Data,Analytics Engineering,Data,M1,HQ-BR-001,2017-10-16,2017-11-01,2017-11-10,Filled,REC0001,2018-03-12
REQ0000422,POS0000423,BR,Supply Chain,Logistics,Transportation,Logistics,IC2,DC-BR-001,2017-11-16,2017-11-21,2017-12-05,Filled,REC0001,2018-03-10
REQ0000423,POS0000424,BR,Customer,Customer Operations,Order Support,Customer Support,IC1,SITE-BR-001,2018-01-08,2018-01-16,2018-01-22,Filled,REC0001,2018-03-08
REQ0000424,POS0000425,BR,Retail,Store Operations,Cashier,Store Operations,IC1,STORE-BR-020,2018-01-23,2018-01-29,2018-01-30,Filled,REC0005,2018-03-12
REQ0000425,POS0000426,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-038,2018-01-26,2018-01-28,2018-02-03,Filled,REC0005,2018-03-05
REQ0000426,POS0000427,BR,Corporate,Marketing,Brand,Marketing,IC1,HQ-BR-001,2018-01-27,2018-01-31,2018-02-07,Filled,REC0002,2018-03-11
REQ0000427,POS0000428,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-038,2018-01-03,2018-01-14,2018-01-19,Cancelled,REC0002,
REQ0000428,POS0000429,BR,Retail,Regional Operations,Region South,Store Operations,IC2,STORE-BR-033,2017-11-26,2017-12-15,2017-12-28,Cancelled,REC0004,
REQ0000429,POS0000430,BR,Supply Chain,Distribution Centers,Inventory,Warehouse,IC2,DC-BR-005,2017-10-13,2017-11-03,2017-11-17,Cancelled,REC0002,
REQ0000430,POS0000431,MX,Retail,Regional Operations,Region Southeast,Store Operations,IC2,STORE-MX-004,2018-01-07,2018-01-09,2018-01-15,Filled,REC0004,2018-04-10
REQ0000431,POS0000432,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-033,2018-02-13,2018-02-21,2018-02-24,Filled,REC0004,2018-04-14
REQ0000432,POS0000433,BR,Supply Chain,Procurement,Sourcing,Procurement,IC1,DC-BR-004,2018-02-08,2018-02-19,2018-02-20,Filled,REC0002,2018-04-07
REQ0000433,POS0000434,AR,Supply Chain,Distribution Centers,Outbound,Warehouse,IC1,DC-AR-001,2018-01-29,2018-02-09,2018-02-13,Filled,REC0001,2018-04-04
REQ0000434,POS0000435,BR,Digital,Digital Marketing,Lifecycle,Marketing,IC2,HQ-BR-001,2018-02-08,2018-02-14,2018-02-25,Filled,REC0002,2018-04-09
REQ0000435,POS0000436,BR,Corporate,Finance,Controlling,Finance,M3,HQ-BR-001,2017-09-20,2017-10-14,2017-10-31,Filled,REC0002,2018-04-13
REQ0000436,POS0000437,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-021,2018-01-31,2018-02-09,2018-02-16,Filled,REC0001,2018-04-03
REQ0000437,POS0000438,BR,Corporate,Legal,Compliance,Legal,IC4,HQ-BR-001,2017-09-06,2017-09-11,2017-09-19,Filled,REC0002,2018-04-01
REQ0000438,POS0000439,BR,Retail,Regional Operations,Region South,General Management,IC1,STORE-BR-019,2018-02-15,2018-02-16,2018-02-24,Filled,REC0005,2018-04-11
REQ0000439,POS0000440,BR,Corporate,Risk,Fraud,Risk & Compliance,IC2,HQ-BR-001,2018-01-03,2018-01-22,2018-01-24,Filled,REC0002,2018-04-13
REQ0000440,POS0000441,BR,Supply Chain,Distribution Centers,Outbound,Warehouse,IC1,DC-BR-001,2018-01-30,2018-02-03,2018-02-06,Filled,REC0004,2018-04-14
REQ0000441,POS0000442,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-041,2018-02-01,2018-02-10,2018-02-15,Filled,REC0005,2018-04-06
REQ0000442,POS0000443,BR,Supply Chain,Logistics,Reverse Logistics,Logistics,M1,DC-BR-001,2017-12-06,2017-12-10,2017-12-13,Filled,REC0004,2018-04-01
REQ0000443,POS0000444,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-005,2018-02-03,2018-02-15,2018-02-21,Filled,REC0001,2018-04-07
REQ0000444,POS0000445,BR,Supply Chain,Distribution Centers,Inventory,Warehouse,IC2,DC-BR-003,2017-11-25,2017-12-03,2017-12-09,Filled,REC0004,2018-04-05
REQ0000445,POS0000446,BR,Supply Chain,Distribution Centers,Inbound,Warehouse,M1,DC-BR-006,2017-11-17,2017-12-02,2017-12-02,Filled,REC0004,2018-04-03
REQ0000446,POS0000447,BR,Supply Chain,Planning,Demand Planning,Logistics,IC1,DC-BR-003,2018-02-09,2018-02-19,2018-02-21,Filled,REC0001,2018-04-12
REQ0000447,POS0000448,BR,Supply Chain,Planning,Demand Planning,Data,IC3,DC-BR-006,2017-12-04,2017-12-24,2018-01-07,Filled,REC0003,2018-04-04
REQ0000448,POS0000449,AR,Retail,Sales,Key Accounts,Sales,IC1,STORE-AR-003,2018-02-23,2018-02-24,2018-02-26,Filled,REC0005,2018-04-01
REQ0000449,POS0000450,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-013,2018-01-23,2018-02-02,2018-02-09,Cancelled,REC0005,
REQ0000450,POS0000451,BR,Supply Chain,Procurement,Sourcing,Procurement,IC1,DC-BR-005,2018-01-17,2018-01-19,2018-01-20,Cancelled,REC0005,
REQ0000451,POS0000452,BR,Customer,Customer Experience,Voice of Customer,Customer Support,IC1,SITE-BR-001,2018-01-18,2018-01-26,2018-01-29,Cancelled,REC0005,
REQ0000452,POS0000453,BR,Retail,Sales,Floor Sales,Sales,IC1,STORE-BR-033,2018-03-06,2018-03-07,2018-03-10,Filled,REC0005,2018-05-11
REQ0000453,POS0000454,BR,Retail,Sales,Key Accounts,Sales,IC1,STORE-BR-044,2018-03-28,2018-04-04,2018-04-08,Filled,REC0001,2018-05-12
REQ0000454,POS0000455,BR,Corporate,Procurement,Contracts,Procurement,IC3,HQ-BR-001,2018-01-21,2018-02-07,2018-02-21,Filled,REC0001,2018-05-08
REQ0000455,POS0000456,BR,Retail,Regional Operations,Region South,General Management,IC2,STORE-BR-007,2017-12-26,2018-01-12,2018-01-20,Filled,REC0002,2018-05-04
REQ0000456,POS0000457,BR,Supply Chain,Distribution Centers,Outbound,Warehouse,IC1,DC-BR-004,2018-02-20,2018-02-26,2018-03-01,Filled,REC0005,2018-05-08
REQ0000457,POS0000458,BR,Supply Chain,Procurement,Sourcing,Procurement,IC2,DC-BR-002,2018-01-19,2018-02-09,2018-02-10,Filled,REC0002,2018-05-11
REQ0000458,POS0000459,BR,Retail,Visual Merchandising,Store Design,Store Operations,IC1,STORE-BR-002,2018-03-20,2018-03-22,2018-03-25,Filled,REC0001,2018-05-07
REQ0000459,POS0000460,BR,Retail,Regional Operations,Region South,General Management,M2,STORE-BR-023,2017-11-24,2017-12-24,2018-01-13,Filled,REC0001,2018-05-02
REQ0000460,POS0000461,BR,Corporate,Data & Analytics,Data Governance,Data,IC3,HQ-BR-001,2018-01-19,2018-01-28,2018-02-05,Filled,REC0002,2018-05-11
REQ0000461,POS0000462,MX,Corporate,People,HR Business Partner,People,IC1,HQ-MX-001,2018-04-06,2018-04-08,2018-04-12,Filled,REC0003,2018-05-10
REQ0000462,POS0000463,BR,Corporate,People,People Analytics,People,IC3,HQ-BR-001,2018-03-15,2018-03-16,2018-03-30,Filled,REC0003,2018-05-08
REQ0000463,POS0000464,BR,Supply Chain,Procurement,Sourcing,Procurement,IC2,DC-BR-006,2017-12-16,2017-12-19,2018-01-02,Filled,REC0003,2018-05-08
REQ0000464,POS0000465,BR,Digital,E-commerce,Catalog,Software Engineering,IC3,HQ-BR-001,2017-12-22,2018-01-07,2018-01-11,Filled,REC0001,2018-05-04
REQ0000465,POS0000466,MX,Corporate,Risk,Risk Management,Risk & Compliance,IC2,HQ-MX-001,2018-02-06,2018-02-07,2018-02-09,Filled,REC0003,2018-05-07
REQ0000466,POS0000467,BR,Supply Chain,Planning,Supply Planning,Data,IC2,DC-BR-003,2017-12-05,2017-12-13,2017-12-23,Filled,REC0004,2018-05-05
REQ0000467,POS0000468,BR,Retail,Store Operations,Security,Store Operations,IC1,STORE-BR-006,2018-03-03,2018-03-07,2018-03-11,Filled,REC0002,2018-05-03
REQ0000468,POS0000469,BR,Supply Chain,Logistics,Transportation,Logistics,IC1,DC-BR-001,2018-03-12,2018-03-14,2018-03-21,Filled,REC0003,2018-05-14
REQ0000469,POS0000470,BR,Corporate,Data & Analytics,Data Governance,Data,M5,HQ-BR-001,2017-07-22,2017-08-30,2017-09-23,Filled,REC0004,2018-05-06
REQ0000470,POS0000471,BR,Retail,Sales,Floor Sales,Sales,IC2,STORE-BR-025,2018-03-21,2018-03-22,2018-03-29,Filled,REC0004,2018-05-13
REQ0000471,POS0000472,BR,Corporate,Risk,Internal Audit,Risk & Compliance,IC2,HQ-BR-001,2017-12-20,2018-01-10,2018-01-13,Filled,REC0001,2018-05-06
REQ0000472,POS0000473,BR,Retail,Regional Operations,Region Southeast,General Management,IC1,STORE-BR-001,2018-03-13,2018-03-25,2018-03-28,Filled,REC0003,2018-05-06
REQ0000473,POS0000474,BR,Retail,Visual Merchandising,Store Design,Design,IC1,STORE-BR-017,2018-03-02,2018-03-12,2018-03-15,Filled,REC0003,2018-05-07
REQ0000474,POS0000475,BR,Supply Chain,Planning,Demand Planning,Logistics,IC4,DC-BR-002,2017-12-10,2018-01-01,2018-01-08,Cancelled,REC0002,
REQ0000475,POS0000476,BR,Retail,Store Operations,Stockroom,Store Operations,M2,STORE-BR-022,2017-11-26,2017-12-12,2018-01-02,Cancelled,REC0004,
REQ0000476,POS0000477,BR,Corporate,Finance,Accounting,Finance,IC2,HQ-BR-001,2018-02-17,2018-02-25,2018-02-25,Cancelled,REC0002,
REQ0000477,POS0000478,AR,Customer,Customer Experience,Voice of Customer,Customer Support,IC1,SITE-AR-001,2018-03-22,2018-03-30,2018-04-05,Filled,REC0005,2018-06-14
REQ0000478,POS0000479,BR,Supply Chain,Procurement,Supplier Management,Procurement,IC2,DC-BR-004,2018-03-08,2018-03-27,2018-04-07,Filled,REC0005,2018-06-04
REQ0000479,POS0000480,AR,Retail,Sales,Floor Sales,Sales,IC1,STORE-AR-004,2018-04-24,2018-04-28,2018-04-30,Filled,REC0003,2018-06-06
REQ0000480,POS0000481,BR,Retail,Sales,Key Accounts,Sales,M1,STORE-BR-022,2017-12-12,2017-12-20,2017-12-30,Filled,REC0004,2018-06-13
